 36.69,261.96,  0.00
 36.75,278.89,  0.00
 36.82,206.16,  0.00
 36.90,155.78,  0.00
 36.96,222.69,  0.00
 37.02,141.30,  0.00
 37.09,287.91,  0.00
 37.16,268.04,  0.00
 37.24,158.02,  0.00
 37.29,121.23,  0.00
 37.36, 96.46,  0.00
 37.42, 21.57,  0.00
 37.51, 10.81,  0.00
 37.56,  1.91,  0.00
 37.62,  2.23,  0.00
 37.69, 19.82,  0.00
 37.77, 16.42,  0.00
 37.83,  2.85,  0.00
 37.89, 10.98,  0.00
 37.96,  6.68,  0.00
 38.04,  1.78,  0.00
 38.09,  3.60,  0.00
 38.16,285.22,  0.00
 38.23,160.45,  0.00
 38.29,182.60,  0.00
 38.38,260.42,  0.00
 38.43,342.12,  0.00
 38.49,305.37,  0.00
 38.56,242.79,  0.00
 38.65,235.81,  0.00
 38.70,234.07,  0.00
 38.76,183.69,  0.00
 38.83,337.84,  0.00
 38.91,271.47,  0.00
 38.97,234.98,  0.00
 39.03,220.54,  0.00
 39.10,260.77,  0.00
 39.17,289.70,  0.00
 39.25,162.48,  0.00
 39.30,134.81,  0.00
 39.37,117.61,  0.00
 39.43, 22.38,  0.00
 39.52,  9.57,  0.00
 39.57,271.15,  0.00
 39.63,215.01,  0.00
 39.70,229.22,  0.00
 39.78,230.40,  0.00
 39.84,248.51,  0.00
 39.90,303.70,  0.00
 39.97,251.43,  0.00
 40.05,439.29,  0.00
 40.10,445.11,  0.00
 40.17,448.98,  0.00
 40.24,186.56,  0.00
 40.30,423.28,  0.00
 40.39,437.36,  0.00
 40.44,243.73,  0.00
 40.51, 75.18,  0.00
 40.57, 19.65,  0.00
 40.65, 46.53,  0.00
 40.71, 76.96,  0.00
 40.77, 20.53,  0.00
 40.84, 11.44,  0.00
 40.92,  5.34,  0.00
 40.98,  6.96,  0.00
 41.04,  7.78,  0.00
 41.11,269.29,  0.00
 41.17,332.81,  0.00
 41.26,280.46,  0.00
 41.31,243.56,  0.00
 41.38,254.37,  0.00
 41.44,283.47,  0.00
 41.53,295.14,  0.00
 41.58,288.29,  0.00
 41.65,315.82,  0.00
 41.71,331.67,  0.00
 41.79, 81.75,  0.00
 41.85,166.37,  0.00
 41.91, 41.53,  0.00
 41.98, 15.80,  0.00
 42.06, 21.23,  0.00
 42.11, 72.24,  0.00
 42.18,  2.82,  0.00
 42.25,  6.94,  0.00
 42.31, 34.64,  0.00
 42.40,  3.23,  0.00
 42.45, 13.08,  0.00
 42.51, 15.16,  0.00
 42.58,  6.20,  1.00
 42.66,  1.98,  1.00
 42.72,  1.50,  1.00
 42.78,  5.88,  1.00
 42.85,371.04,  0.00
 42.93,327.09,  0.00
 42.99,255.36,  0.00
 43.05,242.52,  0.00
 43.12,233.15,  0.00
 43.20,256.35,  0.00
 43.25,270.10,  0.00
 43.32,373.16,  0.00
 43.39,302.58,  0.00
 43.45,304.91,  0.00
 43.53,301.16,  0.00
 43.59,263.19,  0.00
 43.65,434.27,  0.00
 43.73,346.89,  0.00
 43.79,383.96,  0.00
 43.87,325.73,  0.00
 43.92,331.61,  0.00
 43.99,266.19,  0.00
 44.07, 51.42,  0.00
 44.12, 20.38,  0.00
 44.19,  8.19,  0.00
 44.26, 13.24,  0.00
 44.32,  4.10,  1.00
 44.40,  2.76,  1.00
 44.46,  2.79,  1.00
 44.53,  8.06,  1.00
 44.59, 10.37,  0.00
 44.68,273.60,  0.00
 44.73,479.81,  0.00
 44.79,411.56,  0.00
 44.87,307.74,  0.00
 44.93,244.45,  0.00
 44.99,233.52,  0.00
 45.06,231.17,  0.00
 45.13,279.80,  0.00
 45.21,243.38,  0.00
 45.26,290.25,  0.00
 45.34,328.64,  0.00
 45.40,217.22,  0.00
 45.46,328.67,  0.00
 45.54,386.00,  0.00
 45.60,103.85,  0.00
 45.67,155.70,  0.00
 45.74,124.55,  0.00
 45.80, 50.25,  0.00
 45.88, 69.18,  0.00
 45.93, 53.50,  0.00
 46.00,  5.10,  0.00
 46.08, 14.07,  0.00
 46.13, 99.15,  0.00
 46.20, 42.11,  0.00
 46.27,  2.03,  0.00
 46.33, 64.39,  0.00
 46.42,  2.14,  0.00
 46.47,427.66,  0.00
 46.53,330.58,  0.00
 46.60,302.71,  0.00
 46.68,266.31,  0.00
 46.74,238.41,  0.00
 46.80,207.78,  0.00
 46.87,200.80,  0.00
 46.95,176.51,  0.00
 47.01,176.25,  0.00
 47.07,179.77,  0.00
 47.14,187.44,  0.00
 47.22,178.76,  0.00
 47.27,197.49,  0.00
 47.34,188.76,  0.00
 47.41,201.13,  0.00
 47.47,171.39,  0.00
 47.55,172.13,  0.00
 47.61,161.84,  0.00
 47.67,153.97,  0.00
 47.75,181.21,  0.00
 47.81,187.76,  0.00
 47.89,176.66,  0.00
 47.94,161.71,  0.00
 48.01,155.60,  0.00
 48.09,163.71,  0.00
 48.14,176.91,  0.00
 48.21,193.64,  0.00
 48.28,182.78,  0.00
 48.34,186.80,  0.00
 48.42,162.43,  0.00
 48.48,159.71,  0.00
 48.54,195.85,  0.00
 48.61,221.48,  0.00
 48.69,231.60,  0.00
 48.75,213.41,  0.00
 48.82,262.89,  0.00
 48.88,283.44,  0.00
 48.96,296.82,  0.00
 49.01,293.64,  0.00
 49.08,323.39,  0.00
 49.15,313.77,  0.00
 49.24,266.95,  0.00
 49.28,227.64,  0.00
 49.35,230.97,  0.00
 49.42,231.63,  0.00
 49.48,251.84,  0.00
 49.58,219.72,  0.00
 49.62,169.74,  0.00
 49.68,130.47,  0.00
 49.75,126.49,  0.00
 49.83,116.43,  0.00
 49.89,118.65,  0.00
 49.95,113.79,  0.00
 50.02,127.04,  0.00
 50.10,125.91,  0.00
 50.15,120.94,  0.00
 50.22,107.09,  0.00
 50.29, 96.52,  0.00
 50.35,103.01,  0.00
 50.44,124.82,  0.00
 50.49,156.31,  0.00
 50.56,169.40,  0.00
 50.62,174.92,  0.00
 50.70,148.49,  0.00
 50.76,123.56,  0.00
 50.82,105.51,  0.00
 50.89,110.00,  0.00
 50.97,124.12,  0.00
 51.03,124.23,  0.00
 51.09,146.98,  0.00
 51.16,149.66,  0.00
 51.23,161.41,  0.00
 51.31,165.67,  0.00
 51.36,126.61,  0.00
 51.43,123.09,  0.00
 51.49,109.73,  0.00
 51.57,110.02,  0.00
 51.63, 73.02,  0.00
 51.69, 68.55,  0.00
 51.76, 68.46,  0.00
 51.84, 71.60,  0.00
 51.90, 94.04,  0.00
 51.96,106.44,  0.00
 52.03,139.00,  0.00
 52.11,173.43,  0.00
 52.16,185.10,  0.00
 52.23,176.95,  0.00
 52.30,191.05,  0.00
 52.36,189.21,  0.00
 52.45,191.28,  0.00
 52.50,202.87,  0.00
 52.56,219.46,  0.00
 52.63,184.93,  0.00
 52.71,225.03,  0.00
 52.77,251.56,  0.00
 52.83,180.77,  0.00
 52.90,166.36,  0.00
 52.98,150.15,  0.00
 53.03,306.80,  0.00
 53.10,240.19,  0.00
 53.17,105.58,  0.00
 53.24, 58.99,  0.00
 53.32,265.21,  0.00
 53.37,324.26,  0.00
 53.44,320.46,  0.00
 53.50,311.54,  0.00
 53.59,356.47,  0.00
 53.64,153.18,  0.00
 53.71,240.86,  0.00
 53.77,188.88,  0.00
 53.85,211.86,  0.00
 53.91,150.28,  0.00
 53.97, 82.14,  0.00
 54.04, 34.57,  0.00
 54.12, 49.90,  0.00
 54.17, 26.93,  0.00
 54.24, 12.23,  0.00
 54.31,  8.52,  0.00
 54.37,  1.60,  0.00
 54.46,  7.50,  0.00
 54.51,199.53,  0.00
 54.58,157.41,  0.00
 54.64,243.17,  0.00
 54.72,273.37,  0.00
 54.78,232.52,  0.00
 54.84,238.41,  0.00
 54.91,254.28,  0.00
 54.99,338.74,  0.00
 55.04,315.17,  0.00
 55.11,330.34,  0.00
 55.18,312.01,  0.00
 55.25,331.88,  0.00
 55.33,267.01,  0.00
 55.38,454.95,  0.00
 55.45,558.19,  0.00
 55.51,467.80,  0.00
 55.60,296.64,  0.00
 55.65,195.82,  0.00
 55.71, 28.32,  0.00
 55.78, 83.16,  0.00
 55.86, 93.76,  0.00
 55.92, 70.15,  0.00
 55.98, 46.33,  0.00
 56.05, 95.09,  0.00
 56.13, 32.86,  0.00
 56.18, 54.92,  0.00
 56.25, 90.88,  0.00
 56.32,168.71,  0.00
 56.38, 86.71,  0.00
 56.47, 14.02,  0.00
 56.52, 62.11,  0.00
 56.59,352.06,  0.00
 56.65,343.88,  0.00
 56.73,114.85,  0.00
 56.79, 89.60,  0.00
 56.87, 57.73,  0.00
 56.92,129.99,  0.00
 57.00,176.10,  0.00
 57.05,  8.40,  0.00
 57.12,  9.03,  0.00
 57.19,220.91,  0.00
 57.26,394.63,  0.00
 57.34,355.16,  0.00
 57.39,366.86,  0.00
 57.46,257.62,  0.00
 57.52,194.96,  0.00
 57.60,198.87,  0.00
 57.66,199.45,  0.00
 57.72,175.25,  0.00
 57.79,232.80,  0.00
 57.87,251.22,  0.00
 57.93,249.26,  0.00
 57.99,259.79,  0.00
 58.06,290.84,  0.00
 58.14,282.04,  0.00
 58.19, 49.30,  0.00
 58.26,317.94,  0.00
 58.33,347.91,  0.00
 58.40,355.07,  0.00
 58.48,285.63,  0.00
 58.53,139.58,  0.00
 58.60, 79.59,  0.00
 58.66, 62.93,  0.00
 58.74,103.41,  0.00
 58.80,241.16,  0.00
 58.86,261.43,  0.00
 58.93,276.31,  0.00
 59.01,302.60,  0.00
 59.06,304.32,  0.00
 59.13,345.07,  0.00
 59.20,290.25,  0.00
 59.27,318.30,  0.00
 59.35,263.93,  0.00
 59.40,247.51,  0.00
 59.47,250.65,  0.00
 59.53,259.73,  0.00
 59.62,262.26,  0.00
 59.67,236.11,  0.00
 59.74,239.81,  0.00
 59.80,259.29,  0.00
 59.88,230.09,  0.00
 59.94,208.13,  0.00
 60.00,237.27,  0.00
 60.07,295.92,  0.00
 60.15,331.73,  0.00
 60.20,275.05,  0.00
 60.27,244.67,  0.00
 60.34,280.71,  0.00
 60.40,186.86,  0.00
 60.49,183.69,  0.00
 60.54,194.93,  0.00
 60.61,216.21,  0.00
 60.68,228.74,  0.00
 60.74,189.86,  0.00
 60.81,196.16,  0.00
 60.87,193.01,  0.00
 60.94,153.03,  0.00
 61.02,148.76,  0.00
 61.07,140.69,  0.00
 61.14,139.48,  0.00
 61.21,153.85,  0.00
 61.29,159.99,  0.00
 61.34,190.83,  0.00
 61.41,161.11,  0.00
 61.48,272.48,  0.00
 61.54,276.04,  0.00
 61.62,596.09,  0.00
 61.68,549.14,  0.00
 61.74,340.73,  0.00
 61.81,210.52,  0.00
 61.89,191.19,  0.00
 61.95,188.06,  0.00
 62.01,173.85,  0.00
 62.08,184.81,  0.00
 62.16,200.73,  0.00
 62.21,131.30,  0.00
 62.28,151.27,  0.00
 62.35,293.92,  0.00
 62.42,245.46,  0.00
 62.49,188.78,  0.00
 62.55,180.94,  0.00
 62.62,157.34,  0.00
 62.68,140.69,  0.00
 62.76,151.21,  0.00
 62.82,170.16,  0.00
 62.88,171.58,  0.00
 62.95,155.01,  0.00
 63.03,173.42,  0.00
 63.08,139.99,  0.00
 63.15,116.24,  0.00
 63.22,115.96,  0.00
